file, text  
train_0.wav, "[Intro] Voice of Trisma the best online radio in Bali Voice of Trisma the best online radio in Bali hai Sobat Trisma balik lagi bersama aku Naina di program paling ngetop yang pastinya udah Sobat Trisma nantikan juga selama seminggu"
train_1.wav, "apalagi kalau bukan all about movie gimana kabar Sobat Trisma hari ini semoga lagi dalam mood yang cerah tenang dan siap diajak menyelam ke cerita-cerita yang hangat ya Sobat Trisma apa lagi udah selesai galungan kalau Sobat Trisma merayakan galungan pastinya udah puas dong ya makan-makanan olahan babi terus minggu ini jujur kalau naina sih sampai bosen ya Sobat Trisma mau pagi mau siang so"
train_2.wav, "re malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma"
train_3.wav, "mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini sih sampai bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini"
train_4.wav, "ampe bosen ya Sobat Trisma mau pagi mau siang sore malem makanan Naina selama perayaan suci ini khas ibu dan lebih serunya lagi kita gak cuma ngebahasa satu film aja sobat trisma gak dua juga tapi empat film sekaligus empat film yang bakal menunjukan gimana peran seorang ibu itu beda beda di setiap budaya tapi semuanya tetap terikat oleh satu hal yaitu cinta yang ga pernah ada"
train_5.wav, "habisnya yang pertama ada film dari indonesia yang hangatnya itu langsung berasa kek pelukan ibu sendiri ada juga film dari luar negeri yang memberikan sudut pandang baru yang lebih luas lebih variatif tapi tetep bakalan bikin hati kita meleleh dan tugas kita sore ini sobat trisma kita bakalan mencari tahu kira-kira apa ya yang membedakan cara film indonesia dan film luar negeri"
train_6.wav, "dalam menggambarkan sosok ibu kira-kira apasih yang ngebikin ibu dalam film lokal itu kerasa begidu begitu deket atau begitu nyata dan kenapa ya kalau film internasional itu bisa menampilkan ibu dalam sisi yang kadang gak kita lihat sehari-hari kita bakalan kupas semuanya pelan pelan ya sobat trisma sambil ngerasain lagi kepikiran momen-momen kecil bareng ibu yang mungkin udah lama enggak kita pikirin mulai"
train_7.wav, "dari ibu yang rela lembur demi anaknya ibu yang selalu nyiapin bekal pagi-pagi sampai ibu yang diam-diam selalu doa setiap kamu ujian semuanya punya ceritanya sendiri dan film-film ini bakalan jadi cara yang indah buat menghargain itu semua jadi sobat trisma siapin posisi paling nyaman kamu mau sambil rebahan boleh mau sambil ngopi atau ngeteh boleh banget ya Sobat Tisma atau mungkin sambil nahan terharu ya, karena"
train_8.wav, "tiba-tiba keinget momen bareng ibu, ya gak apa-apa, itu wajar kok. Karena sore ini kita gak bakalan cuma nonton lewat ceritanya, tapi juga merasakan lewat hati.  Dan sebelum kita masuk ke film pertama, Naina mau bikin suasananya lebih lembut lagi deh. Kita puterin satu lagu yang manis banget, yang bisa bikin kamu ingat perjalanan kamu sama Ibu dari kecil sampai sekarang, yang bikin hati kamu siap untuk masuk ke pembahasan hari ini."
train_9.wav, "Oke Sobat Trisma, ini dia Sleeping Through My Finger dari ABBA. Selamat mendengarkan. [Lirik] she leaves home in the early morning [Lirik] Waving goodbye with an absent-minded smile [Lirik] I watch her go with a surge of that well-known sadness [Lirik] And I have to sit down for a"
train_10.wav, "while [Lirik] The feeling that I'm losing her forever [Lirik] And without really entering her world [Lirik] I'm glad whenever I can share her laughter [Lirik] That funny little girl [Lirik] Slipping through my fingers all the time"
train_11.wav, "[Lirik] I try to capture every minute [Lirik] The feeling in it [Lirik] Slipping through my fingers all the time [Lirik] Do I really see what's in her mind [Lirik] Each time I think I'm close to knowing [Lirik] She keeps on growing [Lirik] Slipping through my fingers all the time [Lirik] Sleep in our"
train_12.wav, "eyes, her and me at the breakfast table [Lirik] Barely awake, I let precious time go by [Lirik] Then when she's gone, there's that odd melancholy feeling [Lirik] And a sense of guilt I can't deny [Lirik] What happened to the wonderful"
train_13.wav, "adventures [Lirik] The places I had planned for us to go [Lirik] (Slipping through my fingers all the time) [Lirik] Well, some of that we did but most we didn't [Lirik] And why, I just don't know [Lirik] Slipping through my fingers all the time [Lirik] I try to capture every minute [Lirik] The"
train_14.wav, "feeling in it [Lirik] Slipping through my fingers all the time [Lirik] Do I really see what's in her mind [Lirik] Each time I think I'm close to knowing [Lirik] She keeps on growing [Lirik] Slipping through my fingers all the time [Lirik] Sometimes I wish that I could freeze the picture [Lirik] And save it from the funny tricks"
train_15.wav, "of time [Lirik] Slipping through my fingers"
train_16.wav, "[Lirik] Slipping through my fingers all the time Voice of Trisma, the best online radio in Bali. Oke Sobat Trisma balik lagi bareng Naina di All About Movie. Tadi kita udah pemanasan sama lagu pembuka dan sekarang siap-siap ya Sobat Trisma karena film pertama kita sore ini tuh beda banget ya dari biasanya. Kalau biasanya Naina mengawali film dengan yang cute, fun"
train_17.wav, "atau yang penuh warna, kali ini Nayna membuat opening film yang agak kelam dan lumayan nusuk ya kehubungan Ibu dan Anak. Sobat Trisma pasti udah gak asing dong sama legenda yang dari kecil mungkin udah sering diceritain sama orang tua. Yang kita itu bakalan berubah jadi batu Sobat Trisma. Kira-kira apa tuh? Yap bener banget Malin Kundang Sobat Trisma. Legenda klasik yang selalu dipake buat ngingetin kita"
train_18.wav, "biar jangan durhaka sama ibu. Tapi bayangin dong sobat Trisma, kalau cerita ini kita bikin ulang dengan suasana yang jauh lebih gelap, yang psikologis dan penuh misteri. Nah, itulah yang coba dibawa sama film legenda kelam Malin Kundang. Film ini itu versi modern yang bakalan bikin kita mikir ulang. Sebenernya, apa sih yang terjadi dibalik cerita Malin Kundang? Dia ini kan diproduksi"
train_19.wav, "sama Come and See Pictures. Dan film ini tuh bukan sekedar nunjukin anak yang durhaka terus kena kutukan. Ini lebih dari itu Sobat Trisma. Filmnya itu bakal ngebongkar luka masa lalu, trauma keluarga, dan identitas diri yang bikin kita mikir panjang. Sobat, jujur aja, ini sih bukan thriller yang mengandalkan loncatan jumpscare gitu ya. Tapi ini tipe film yang bikin kamu itu gak nyaman karena terlalu real"
train_20.wav, "dan emosinya itu bakal dapet banget Sobat Trisma. Tokoh utamanya aja, Alif yang diperanin sama Rio Dewanto, dia itu seniman yang baru pulih dari kecelakaan sampai-sampai, dia itu sebagian memori nya hilang Sobat Trisma. Akhirnya dia dijemput sama istrinya yang namanya Nadine dan anak mereka Emir buat balik ke rumah. Harusnya suasananya tenang aja dong ya. Tapi tiba-tiba Nadine ini bilang kalau Ibu"
train_21.wav, "Alif bakalan dateng dari kampung. Masalahnya Alif ini gak inget siapa ibunya. Bahkan wajahnya pun asing sobat Trisma. Dan makin dia ketemu, langsung makin kuat gitu instingnya Alif kalau perempuan itu bukan ibunya dia dan dari ibunya dia. Dan dari sini alurnya itu meluncur jadi kesurupan yang mengandung kecurigaan gitu Sobat Trisma. Dan juga trauma masa lalu. Apalagi juga ada"
train_22.wav, "rahasia yang bikin penonton itu bakalan ikut kebingungan bareng si Alif. Wah Sobat Trisma kebayang gak sih? Udah duduk di bioskop, nonton Alif yang hilang arah, terus kamu ikut-ikutan kayak, ""Eh, beneran nggak sih? Itu ibunya?"" Langsung mind blow dong ya satu studio. Film ini juga diperanin sama aktor-aktor jagoan kayak Rio Dewanto sebagai Alif, Faradina sebagai Nadine, Jordan Omar sebagai Emir, Fonny Anggaranyi,"
train_23.wav, "dan Nova Eliza. Dan katanya ya SobatTrisma, mereka itu sampai latihan micro-expression biar emosinya itu dapat banget. Jadi bukan sekedar yang teriak-teriak aja ya, tapi tatapan mata, senyum kecil, gerakan tangan, semua itu jadi petunjuk penting. Makanya SobatTrisma, kalau nonton nanti jangan banyak ngedip ya SobatTrisma, takutnya kelewat detail-detail pentingnya. Yang ngebikin makin keren, film ini diarahkan sama dua sutradara baru"
train_24.wav, "Kevin Raharjo dan Rafki Hidayat dengan Joko Anwar sebagai produser sekaligus penulis naskah bareng sama Elin Jayakusuma dan Rafki. Jadi tone filmnya ini bakalan berasa rapat, penuh tekanan dan pastinya gelap ya ala-ala Joko Anwar, khasnya Joko Anwar banget tapi tetap fresh dengan sentuhan sutradara yang baru. Film ini sudah diperkenalkan ke publik di konferensi Pers 19 Mei 2025"
train_25.wav, "kemarin dan rencananya bakalan rilis akhir tahun 2025. Jadi masih ada waktu buat SobatTrisma siap-siap mental dulu nih sebelum menonton versi paling kelam dari legenda yang selama ini kita tahu. Dan kalau kita flashback dikit ya SobatTrisma ke legenda aslinya, cerita Malin Kundang itu kan sebenarnya tentang anak yang lupa daratan. Udah sombong dan akhirnya dia kena kutukan karena menyakiti ibunya."
train_26.wav, "Pesannya sih simpel aja ya, asal usul dan orang tua itu nggak boleh dilupakan. Nah, kalau versi film yang ini, bikin pesannya itu lebih dalam lagi sobatTrisma, dan lebih relevan ya dengan jaman sekarang, dan juga makin dekat sama kehidupan anak muda yang kadang merasa jauh dari keluarga. Kebayang ya sobatTrisma, dari legenda yang biasanya cuma kita dengar waktu kecil, tiba-tiba dibikin jadi genre thriller psikologis"
train_27.wav, "yang bikin kamu mempertanyakan hubungan keluarga, pengorbanan, dan memori. Ya ini bukan film yang cuma buat sekedar di tonton aja ya Sobat Trisma tapi buat dirasakan maknanya jadi sobat trisma siap gak nonotn film yang bukan cuma bikin merinding tapi juga bikin mikir ulang tentang hubungan kita sama Ibu. Karena percaya deh, habis nonton ini kamu mungkin bakalan pulang ke rumah terus langsung peluk ibu kamu sendiri ya."
train_28.wav, "Oke, itu dia film pembuka kita yang super kelam tapi super bermakna. Habis ini masih ada 3 film Korea yang bakalan Naina bahas buat nemenin sore kamu. Jadi jangan kemana-mana dulu ya, Sobat Trisma. Dan sebelum lanjut, kita break dulu buat dengerin lagu yang pas banget buat suasana reflektif dan menyentuh hati. Ini dia, ""We Hug Now"" dari Sydney Rose. Selamat mendengarkan, Sabat Trisma."
train_29.wav, "[Lirik] You don't see stars here, they're just city lights [Lirik] I think back to where you live and how you can see the entire sky [Lirik] It's occasional, sometimes I'll see the moon"
train_30.wav, "[Lirik] And I'll think of you [Lirik] My mom will convince me, and I'll get the courage to ask [Lirik] We will get coffee in Canton and you'll nervously laugh [Lirik] When we hug, 'cause we don't hug, we never used to do that"
train_31.wav, "[Lirik] We don't do that [Lirik] Sometimes I go to sleep [Lirik] And I'm still 17 [Lirik] You still live down"
train_32.wav, "my street [Lirik] You're not mad at me [Lirik] And in that dream, I will say everything I wanted [Lirik] That every day after May, I haven't found what I needed [Lirik] No"
train_33.wav, "one has come close to you [Lirik] And I don't think anyone will [Lirik] Sometimes I go to sleep [Lirik] And I'm still 17"
train_34.wav, "[Lirik] You still live down my street [Lirik] You're not mad at me [Lirik] I have a feeling you got"
train_35.wav, "everything you wanted [Lirik] And you're not wasting time stuck here like me [Lirik] You're just thinkin' it's a small thing that happened [Lirik] The world ended when it happened to me [Lirik] I have a feeling you got everything you wanted [Lirik] And you're not wasting time stuck here like me [Lirik] You're just thinkin' it's a small thing that happened [Lirik] The world ended when it happened to me"
train_36.wav, "[Lirik] When it happened to me, when it happened to me [Lirik] I have a feeling you got everything you wanted [Lirik] And you're not wasting time stuck here like me [Lirik] You're just thinkin' it's a small thing that happened [Lirik] The world ended when it happened to me Voice of Trisma the best online radio in Bali"
train_37.wav, "Gimana nih perasaan sobat trisma setelah mendengar lagu dari Sydney Rose tadi, I know I know sobat trisma lagu pilihan Naina emang bagus bagus semua ya. Yes, terima kasih. Naina nggak bermaksud bikin SobatTrisma sedih kok dengan lagu yang tadi. Justru Naina mau bikin SobatTrisma makin sadar dengan pentingnya sosok ibu di hidup kita. Kita nggak pernah tahu ya apa yang sudah beliau lalui"
train_38.wav, "di dunia untuk memberikan kehidupan kita yang sekarang. Pas banget nih sama film kedua tentang sosok ibu dari perspektif lain dari seorang anak. Jujur ya SobatTrisma, ini salah satu film tentang sosok ibu yang paling ngena menurut Naina. Paling membekas dan paling duduk manis tapi nusuk pelan-pelan yang Indonesia punya tahun ini. Judulnya adalah Pangku. Kalau tadi kita di"
train_39.wav, "bawa ke suasana thriller yang gelap dan penuh trauma ya lewat film pertama, sekarang kita turun pelan-pelan ke kehidupan nyata yang lebih mentah, lebih manusiawi, lebih apa adanya. Pangku adalah debut penyutradaraan film panjang dari Reza Rahadianloh sobat trisma. Yes"
train_40.wav, "Reza yang biasanya kita lihat sebagai aktor top, kali ini dia duduk di banku sutradara dan ngebuktikan kalau bakatnya itu ternyata nggak ada batasnya ya sobat trisma. dan yang bikin makin keren film ini diangkat dari kisah nyata kehidupan perempuan-perempuan pantura yang mungkin selama ini jarang ya kita bicara kan.  Nah filmnya ini ngikutin perjalanan Sartika yang diperanin sama Clares"
train_41.wav, "ta Tauvan, seorang ibu muda yang hidupnya itu penuh luka sobat trisma. dan dia penuh jatuh bangun dan dia ini lagi berjuang buat bangkit setelah pindah ke kawasan Pesisir Utara Jawa.  Sartika ini ketemu sosok ibu baru namanya Bu Maya yang diperanin sama Christine Hakim. Bu Maya ini pemilik warung kopi yang jadi tempat dia berteduh dari kerasnya dunia. Dan disini sobat, Sartika"
train_42.wav, "mulai bekerja sebagai gadis kopi pangku. pekerjaan yang sering dipandang sinis ya, sering disalahpahami. Tapi buat Sartika, ini cara dia bertahan hidup. cara dia ngasih makan anaknya dan cara dia tetap berdiri meski dunia seakan gak berpihak. Film ini tuh gak pernah mencoba menghakimi ya sobat Trisma, tenang aja.  Reza sebagai sutradara itu justru menunjukkan kalau di balik pekerjaan yang"
train_43.wav, "sering jadi stigma, ada manusia yang lagi berusaha untuk tetap hidup. Dan itu tentunya terasa banget di film ini. Di tengah hidup yang berat itu, hadir lah sosok Hadi yang diperanin sama Fedy Nuril, supir truk ikan yang hangat banget deh orangnya. Tipe orang baik yang muncul pelan-pelan dan bikin Sartika ini bisa percaya lagi kalau dia layak dicintai. Tapi ya sobat trisma, jangan dulu deh"
train_44.wav, "kebayang romansa manis ala drama Korea ya. Hubungan mereka sih sederhana aja, jujur dan lebih ke pertemuan dua orang yang lagi sama-sama capek sama hidup. Sementara itu ya anak Sartika yang namanya Bayu dia ya tumbuh dengan penolakan, rasa malu, dan kebingungan tentang pekerjaan ibunya. Sampai akhirnya dia ini kenal sama yang namanya Gilang yang diperanin sama Deva"
train_45.wav, "no Danendra. Anak yatim yang justru ngajarin dia soal ketulusan dan kuatnya hidup dari kalangan bawah. Yang bikin film ini tambah punya warna ya SobatTrisma. Pangku ini mengambil latar tahun 1998. Dan kamu itu bakal ngeliat detailnya yang super teliti. Dari plot nomor truk, uang jaman dulu, kostumnya sampai jajanan warung kopi. Reza ini niat banget ya, buat nunjukin dunia pantu"
train_46.wav, "ra apa adanya. Yang keras, berdebu, sederhana tapi agak sedikit hangat. Claresta Tauvan ya pastinya tampil luar biasa ya sobat trisma dari adegan dia itu hamil tua sampai jadi ibu yang harus menahan harga diri sambil tetep tersenyum semuanya dia mainkan dalam kedalaman emosi yang ngebikin kita keseret masuk keseret masuk ke hidup Sartika. Belum lagi ya, Christine Hakim yang, Aduh deh SebatTrisma, tiap dia muncul itu ra"
train_47.wav, "sanya kita kayak ditampar sama nasihat hidup.  Film ini juga punya plot twist yang lumayan lah di bagian akhir sobatTrisma. Bukan yang ""wah gila"", tapi lebih ke plot twist halus yang bikin kamu itu ngerasa ""ohh pantes"". Dan itu ya cukup buat bikin kamu merenung lagi tentang keputusan para karakternya. Dan yang bikin bangga ya SobatTrisma, pangku ini sudah sukses sampai ke Wusan International Film"
train_48.wav, "Festival 2025. Dan bahkan dapat penghargaan di sana. Reza Rahadian ini sampai bilang, kalau kemenangan itu bukan cuma buat dia, tapi buat seluruh sinema Indonesia. Keren banget gak sih? Ya, ini sih bukan film yang banyak dialog ya Soba tTrisma, lebih menurut Naina banyak banget adegan heningnya. Ada tatapan yang panjang, suara ombak, dan detail kecil di warung kopi pangku. Tapi justru itulah kekuatannya"
train_49.wav, "filmnya itu ngomong lewat visual dan emosi, bukan drama berlebihan aja. Dan jangan salah ya SobatTrisma, rating dari redaksi 9/10. Wow, menurut naina itu layak banget ya, karena pangku ini adalah film tentang perempuan yang bertahan. Tentang ibu yang mencintai tanpa syarat dan tentang manusia yang tetap perjalan meskipun hidup berkali-kali menjatuhkan. Sobat Trisma, kalau kamu lagi butuh film"
train_50.wav, "yang bikin kamu merasa lebih dekat sama ibu kamu, inilah filmnya. Dan sebelum kita lanjut ke film ketiga, kita break dulu sebentar buat masuk ke suasana yang lebih adem. Lagu selanjutnya bakal nemenin kamu buat merenung sejenak. Ini dia Not a Lot, Just Forever dari Adrianne Lenker. Selamat mendengarkan. [Lirik] Through your eyes I see"
train_51.wav, "[Lirik] A smile you bring to me [Lirik] To your joy, I tether [Lirik] Not a lot, just forever [Lirik] Intertwined, sewn together [Lirik] Like the rock bears the weather [Lirik] Not a lot, just"
train_52.wav, "forever [Lirik] My dog barks wildly [Lirik] To protect my infancy [Lirik] From my ex-believer [Lirik] And I try to calm the wolf [Lirik] To remind her I am both [Lirik] Still she tears"
train_53.wav, "at my sweater [Lirik] Not a lot, just forever [Lirik] Intertwined, sewn together [Lirik] As the wren sheds her feather [Lirik] Not a lot, just forever [Lirik] And your dearest fantasy"
train_54.wav, "[Lirik] Is to grow a baby in me [Lirik] I could be a good mother [Lirik] And I wanna be your wife [Lirik] So I hold you to my knife [Lirik] And I steal your letter [Lirik] Not a lot, just"
train_55.wav, "forever [Lirik] Intertwine some together [Lirik] As the rock bears the weather [Lirik] Not a lot, just forever [Lirik] So I bash around the house [Lirik] And the poison stains"
train_56.wav, "my mouth [Lirik] She comes, I let her [Lirik] And we share a paradise [Lirik] And I roll them once or twice [Lirik] Can't get much better [Lirik] Not a lot, just forever [Lirik] Intertwined"
train_57.wav, "sewn together [Lirik] As the rock bears the weather [Lirik] Not a lot, just forever [Lirik] Not a lot, just forever [Lirik] Intertwined, sewn together [Lirik] As the wren bares her feathers"
train_58.wav, "[Lirik] Not a lot, just forever Voice of Trisma the best online radio in Bali, hai sobat trisma yuk kita lanjut ke film ketiga, dan sumpah ya, film yang satu ini sih menurut Naina kayak manis di luar, tapi begitu kamu gigit, pahitnya itu nembus sampai keubun-ubun, sobatTrisma. Judulnya"
train_59.wav, "adalah Mother's Instinct, thriller psikologis yang halusnya kayak satin, tapi nusuknya itu kayak jarum yang baru di asah ya. Ini bukan film yang bakal kamu tonton sambil scroll TikTok, Sobat Trisma. Menurut Naina, begitu filmnya itu mulai, otomatis ya, hapenya itu harus langsung ditaruh. Karena atmosfer 1960-annya itu cakep banget SobatTrisma. Udah rapi, anggun"
train_60.wav, "warnanya itu pastel-pastel, dan ada aura. Ini kok kayaknya bakal ada yang salah ya, yang nyelinap pelan banget sampai kamu sadar kalau kamu udah kejebak di dalam dunianya. Di film ini kita bakalan ketemu dua aktris Oscar yang kayaknya kalau cuma saling lirik aja udah bisa masuk nominasi ya. Ada Anne Hathaway sebagai Celine dan Jessica Castain sebagai Alice. Dari luar ya Sobat Trisma"
train_61.wav, "mereka itu contoh sempurna tetangga ideal. Rumahnya rapi, outfitnya selalu on point, senyumnya ramah kayak mau ngajak minum teh sore-sore, tapi semua itu hancur total ya SobatTrisma begitu tragedi itu datang. Anaknya selin, jatuh dari balkon, dan langsung meninggal. Dan dari situ filmnya ini langsung berubah Sobat Trisma, gak adalah gitu yang namanya pastel-pastel, yang tadi"
train_62.wav, "nya halus dan manis, tiba-tiba auranya langsung jadi dingin, menekan, dan bikin kamu ngerasa kayak ada sesuatu yang ngawasin ya dari balik tirai ini. Alice dan Celine ini awalnya sahabatan banget, sahabat Trisma. Kayak duo ibu-ibu ya yang oke yang ngurus anak bareng, yang goals banget lah. Saling numpang cerita dan selalu hadir buat satu sama lain. Tapi setelah Max ini meninggal, Celine itu"
train_63.wav, "berubah jadi orang yang gak bisa kita kenali lagi. Dia ini kehilangan satu-satunya anaknya dia. Dan karena dia ini cuma bisa hamil sekali, Max itu literal pusat hidupnya, Sobat Trisma. Begitu Max nggak ada, Celine kayak patah setengah jiwanya. Lalu dari rasa kosong itu muncul sesuatu yang gelap alias obsesi. Obsesinya dia itu mengarah ke Theo, anaknya si Alice. Dari"
train_64.wav, "sini, rumah yang tadinya penuh tawa ya, berubah jadi arena perang yang hening banget. Yang satu makin kacau, yang satu makin curiga, dan penontonnya cuma bisa duduk gemes sambil bilang, ""Ih, ini kenapa sih? Kok makin gak beres ya?"" Tapi Sobat Trisma, ini bukan drama ibu-ibu biasa ya, ini tuh thriller yang bakalan bikin kamu ngerasain gimana kasih sayang itu bisa berubah jadi monster. Selin ini cuma pengen"
train_65.wav, "menggantikan anaknya. Dan Alice, dia cuma pengen melindungi keluarganya. Nggak ada yang salah, sobat Trisma. Tapi emosi dua ibu ini nyangkut saling silang kayak kabel korslet ya. Suami-suami mereka itu pun kebawa ke dalam pusaran yang makin lama, makin berbahaya. Sampai akhirnya, semuanya itu memuncak ke titik tergelapnya. Selini ini, ngebunuh Alice dan suaminya melalui manipulasi yang benar-benar"
train_66.wav, "seram ya menurut Naina. Dan pastinya terencana banget. Terus plot twist paling pedihnya, polisi ya nggak curiga sama sekali. Karena ini tahun 96-an, Sobat Trisma, gitu aja. Bikin kamu jadi pengen teriak gitu loh, ""hello! Polisi, ada yang aneh gak sih?"" Dan bagian yang paling nusuk, yang bikin mungkin darah Sobat Trisma kayak diremas ya, Selin ini akhirnya mengadopsi si Teo Sobat Trisma, anak dari sahabatnya"
train_67.wav, "yang dia habisi. Wah ini parah sih, akhir filmnya itu pun tenang-tenang aja, terlalu tenang bahkan. mereka main di pantai ke ibu dan anak yang bahagia seolah dunia gak tahu apapun yang terjadi sebelumnya. Yang satu udah kehilangan kewarasan, yang satu kehilangan orang tuanya. Tapi semuanya itu dibungkus rapi, manis dalam satu frame. Makanya film ini bisa melegenda sobat Trisma."
train_68.wav, "acting dua aktrisnya ini bagus banget. Setahunnya indah banget buat jadi latar tragedi dan vibe thrillernya itu tipe yang gak meledak-ledak ya yang banyak jumpscarenya. Tapi dia itu menusuknya pelan-pelan, lama banget. Kayak bayangan yang ngikutin kamu pulang. Endingnya sederhana tapi bakalan nempel banget di kepala sampai bikin kamu mikir, ""ya ampun, ini tuh bentukah si ibu yang kalau kebabasan bisa berubah jadi ancaman"""
train_69.wav, "Ya, Kalau dua film sebelumnya bikin Sobat Trisma terharu, film yang ini bakal bikin kamu mikir ulang tentang kasih sayang yang terlalu besar. Keren sekali gue serem ya Sobat Trisma. Film yang udah kita bahas dari tadi seru-seru banget nih. Kira-kira film keempat alias film terakhir se keren apa ya? Sebelum kita lanjut bahas, yuk dengerin lagu yang satu ini dulu. Ini dia The Best Day dari Taylor Swift. Selamat mendengarkan"
train_70.wav, "Sobat Trisma. [Lirik] I'm five years old [Lirik] It's getting cold [Lirik] I've got my big coat on [Lirik] I hear your laugh [Lirik] And look up smiling at you [Lirik] I run and run"
train_71.wav, "[Lirik] Past the pumpkin patch [Lirik] And the tractor rides [Lirik] Look now, the sky is gold [Lirik] I hug your legs [Lirik] And fall asleep on the way home [Lirik] I don't know why all the trees change in the fall ooh [Lirik] But I know you're not scared of anything at all"
train_72.wav, "ooh [Lirik] Don't know if Snow White's house is near or far away [Lirik] But I know I had the best day with you today [Lirik] I'm thirteen now [Lirik] And don't know how [Lirik] My friends could be so mean [Lirik] I come home" 
train_73.wav, "crying [Lirik] And you hold me tight [Lirik] And grab the keys [Lirik] And we drive and drive [Lirik] Until we found a town far enough away [Lirik] And we talk and window shop [Lirik] 'Till I forgotten all their names [Lirik] I don't know who I'm gonna talk to now at school ooh"
train_74.wav, "[Lirik] But I know I'm laughing [Lirik] On the car ride home with you ooh [Lirik] Don't know how long it's gonna take to feel okay [Lirik] But I know I had the best day with you today [Lirik] I have an excellent father [Lirik] His strength is making me stronger"
train_75.wav, "[Lirik] God smiles on my little brother [Lirik] Inside and out he's better than I am [Lirik] I grew up in a pretty house [Lirik] And I had space to run and I [Lirik] had the best days with you [Lirik] There is a video I found [Lirik] From back when I was three"
train_76.wav, "[Lirik] You set up a paint set in the kitchen [Lirik] And you're talking to me [Lirik] It's the age of princesses and pirate ships [Lirik] And the seven dwarfs [Lirik] And Daddy's smart [Lirik] And you're the prettiest lady in the whole wide world [Lirik] And now I know why the all the trees change in the fall"
train_77.wav, "[Lirik] I know you were on my side [Lirik] Even when I was wrong [Lirik] And I love you for giving me your eyes [Lirik] Staying back and watching me shine and [Lirik] I didn't know if you knew [Lirik] So I'm taking this chance to say [Lirik] That I had the best day with you today"
